Item,Count
25696,6
33928,6
22244,6
16729,6
21166,6
36091,6
27023,6
24789,6
17399,6
23223,6
31695,6
16977,6
31163,6
15932,6
28292,6
36000,6
29557,6
22822,6
31905,6
30832,6
27229,6
19898,6
30369,6
9598,6
13970,6
11171,6
26244,6
12429,6
14778,6
28576,6
16770,6
2628,6
26634,6
12433,6
28994,6
14173,6
11558,6
26324,6
31055,6
28991,6
29835,6
24532,6
15686,6
25430,6
35776,6
18122,6
21998,6
25640,6
26366,6
30338,6
15229,6
28634,6
26593,6
25817,6
26439,6
3134,6
30730,6
18078,6
24772,6
31962,6
25379,6
32990,6
30417,6
12044,6
29761,6
18162,6
26677,6
21084,6
24260,6
35446,6
32991,6
15056,6
26534,6
22613,6
17426,6
28956,6
27311,6
35871,6
8304,6
24898,6
33549,6
23295,6
17702,6
15350,6
25666,6
13112,6
17261,6
9075,6
27921,6
27686,6
24471,6
24006,6
6778,6
24319,6
4377,6
34804,6
28732,6
22858,6
25755,6
28686,6
15422,6
26993,6
17040,6
28497,6
35171,6
16393,6
15126,6
29177,6
20088,6
28442,6
21359,6
27231,6
26356,6
22183,6
18825,6
30206,6
29697,6
34826,6
19628,6
32562,6
27494,6
27784,6
27420,6
28511,6
11395,6
28516,6
20894,6
23777,6
9672,6
24387,6
18444,6
22148,6
16749,6
18828,6
27792,6
25674,6
20818,6
9819,6
11216,6
36385,6
29334,6
32226,6
17062,6
30533,6
22842,6
32110,6
26433,6
33746,6
27611,6
23514,6
26967,6
27834,6
21428,6
28259,6
4424,6
32156,6
6043,6
27766,6
29757,6
10143,6
17744,6
34043,6
20668,6
31753,6
19858,6
11453,6
18867,6
27183,6
24806,6
19683,6
30537,6
32952,6
13412,6
23841,6
26868,6
28979,6
28509,6
8105,6
34548,6
8567,6
20586,6
22062,6
26509,6
34565,6
28185,6
3608,6
25844,6
16555,6
16223,6
23443,6
18873,6
25822,6
25366,6
31631,6
12693,6
32791,6
28869,6
37590,6
24520,6
33653,6
28439,6
28252,6
27491,6
21705,6
23621,6
15361,6
18455,6
20633,6
20674,6
30408,6
23965,6
26092,6
18898,6
26122,6
26630,6
23445,6
5820,6
25483,6
28973,6
9565,6
25926,6
26125,6
27924,6
29834,6
27860,6
21651,6
14866,6
35019,6
25487,6
10833,6
27248,6
32537,6
11619,6
13802,6
29446,6
29340,6
11724,6
22392,6
19599,6
27493,6
21814,6
32502,6
33003,6
22417,6
21126,6
8541,6
10475,6
11473,6
20649,6
31149,6
29635,6
24738,6
30203,6
23751,6
23182,6
24535,6
35763,6
9968,6
16461,6
26502,6
20153,6
28350,6
26685,6
25248,6
27139,6
9880,6
20234,6
17503,6
22122,6
27562,6
27826,6
28239,6
37384,6
35586,6
30550,6
24685,6
27679,6
21073,6
21940,6
34867,6
21392,6
26719,6
36648,6
26429,6
26856,6
27613,6
30789,6
26422,6
33996,6
27029,6
14271,6
16694,6
21546,6
11226,6
28736,6
6401,6
11442,6
9053,6
29278,6
27690,6
12856,6
31745,6
17308,6
27280,6
24954,6
23079,6
18524,6
16662,6
29283,6
18464,6
35608,6
24418,6
22413,6
23024,6
26069,6
32268,6
22157,6
20249,6
35945,6
33122,6
26643,6
27030,6
23085,6
27462,6
27809,6
24678,6
24357,6
18351,6
4452,6
16464,6
28215,6
33529,6
21449,6
28289,6
34205,6
10374,6
31970,6
10778,6
31861,6
10333,6
16394,6
13006,6
24783,6
23947,6
28518,6
30413,6
26351,6
25380,6
13387,6
30285,6
26875,6
14343,6
32675,6
23529,6
18066,6
34412,6
22065,6
25125,6
19140,6
29396,6
22872,6
12053,6
26179,6
30955,6
20073,6
22760,6
16011,6
31639,6
14666,6
20908,6
13602,6
32141,6
23891,6
28596,6
19263,6
29044,6
27696,6
33556,6
35113,6
29393,6
21110,6
17771,6
18663,6
24050,6
35696,6
33815,6
31732,6
14989,6
7295,6
21591,6
19077,6
33253,6
21334,6
19464,6
28836,6
2625,6
31030,6
6626,6
29376,6
29034,6
28901,6
20916,6
2626,6
22967,6
28045,6
21442,6
33131,6
35699,6
30889,6
33720,6
22287,6
32463,6
22805,6
24591,6
24545,6
30353,6
22520,6
16472,6
23106,6
20272,6
33332,6
24977,6
33341,6
32636,6
25453,6
33084,6
24805,6
22693,6
14516,6
18197,6
20974,6
15700,6
28177,6
19255,6
618,6
22788,6
26010,6
27227,6
1491,6
30492,6
27736,6
19828,6
34534,6
18407,6
23067,6
22303,6
14391,6
12039,6
28122,6
26681,6
15524,6
32752,6
28191,6
647,6
10589,6
29944,6
30954,6
27207,6
2624,6
21057,6
33425,6
15339,6
20606,6
16385,6
32905,6
28473,6
22798,6
10193,6
24359,6
30377,6
28274,6
26783,6
35628,6
18388,6
28961,6
31358,6
16453,6
21561,6
28302,6
25523,6
30602,6
12366,6
24722,6
27356,6
25462,6
33795,6
19183,6
34254,6
30996,6
29138,6
29986,6
25773,6
25346,6
19958,6
13063,6
33984,6
18290,6
14657,6
11069,6
22936,6
21091,6
34370,6
25779,6
26588,6
22840,6
32534,6
21063,6
30814,6
20123,6
26876,6
27733,6
13676,6
30185,6
15694,6
28680,6
34577,6
25664,6
14417,6
24321,6
20820,6
21420,6
22641,6
22934,6
9681,6
23314,6
21423,6
29286,6
27730,6
18854,6
16301,6
24987,6
23263,6
19860,6
18199,6
20400,6
28958,6
13410,6
22533,6
5341,6
27086,6
21504,6
29843,6
2630,6
25285,6
18224,6
32359,6
12879,6
29055,6
21980,6
20387,6
16034,6
33494,6
33657,6
13237,6
17170,6
12352,6
28413,6
7450,6
32323,6
8276,6
26814,6
20917,6
33115,6
23758,6
28054,6
22085,6
4501,6
26916,6
26824,6
19930,6
21142,6
19034,6
30230,6
28890,6
31998,6
28033,6
27230,6
36566,6
19639,6
17058,6
24314,6
14454,6
25781,6
26947,6
25006,6
27925,6
14896,6
8788,6
17644,6
12657,6
25936,6
24109,6
27827,6
32474,6
31466,6
16430,6
24787,6
31008,6
30030,6
10938,6
10587,6
33756,6
27936,6
16141,6
5466,6
27133,6
25637,6
29148,6
21765,6
25331,6
20096,6
23539,6
19264,6
26777,6
20225,6
24257,6
28578,6
21701,6
30493,6
20553,6
22004,6
26888,6
25392,6
26170,6
20248,6
18246,6
27376,6
27492,6
27169,6
35575,6
20286,6
11667,6
22233,6
11931,6
21279,6
28453,6
27226,6
31702,6
20228,6
5227,6
24919,6
25841,6
26073,6
24569,6
23303,6
18013,6
9811,6
24058,6
34482,6
30999,6
26478,6
20580,6
22997,6
9639,6
23512,6
32028,6
24985,6
30518,6
15643,6
33785,6
33705,6
30966,6
22193,6
30336,6
29849,6
31365,6
20922,6
17579,6
17943,6
21490,6
12399,6
14464,6
6078,6
27633,6
27836,6
32820,6
22073,6
24366,6
26564,6
30577,6
29280,6
5806,6
29997,6
19301,6
16324,6
27568,6
32915,6
25681,6
22299,6
29780,6
18198,6
33259,6
15158,6
24687,6
29902,6
25795,6
32691,6
27802,6
30434,6
30709,6
30215,6
14891,6
25130,6
29037,6
15596,6
22657,6
28842,6
14028,6
30862,6
30749,6
27425,6
25865,6
26295,6
25827,6
27024,6
25062,6
26186,6
28213,6
33399,6
27724,6
19361,6
32749,6
22080,6
6738,6
21093,6
29221,6
17169,6
28692,6
22656,6
12515,6
28352,6
21271,6
26867,6
21986,6
25138,6
23682,6
27565,6
20929,6
27896,6
16660,6
26044,6
20499,6
20204,6
17193,6
8447,6
25070,6
31022,6
24111,6
19919,6
29171,6
31555,6
28154,6
21380,6
10997,6
19289,6
17920,6
14260,6
25587,6
14165,6
28875,6
21351,6
22504,6
14784,6
13278,6
25394,6
22825,6
31088,6
32906,6
23968,6
29883,6
32861,6
26616,6
26726,6
6823,6
24249,6
28188,6
28081,6
29071,6
23785,6
21455,6
26921,6
32685,6
29390,6
29818,6
34531,6
24757,6
21992,6
21447,6
33216,6
23409,6
8738,6
10184,6
15336,6
31730,6
26129,6
23569,6
28395,6
32325,6
26315,6
17243,6
27576,6
27026,6
28790,6
19770,6
25280,6
22337,6
35982,6
26753,6
35890,6
26979,6
30155,6
25258,6
19066,6
11092,6
29500,6
20045,6
10187,6
8496,6
22285,6
31707,6
28983,6
28230,6
23110,6
23241,6
8364,6
25819,6
14032,6
29864,6
31029,6
27132,6
16096,6
31654,6
30339,6
26668,6
37035,6
23481,6
22584,6
20785,6
17405,6
21571,6
36260,6
28997,6
17810,6
20609,6
30480,6
22900,6
2890,6
21664,6
24239,6
18808,6
28524,6
28914,5
14174,5
25181,5
34888,5
24968,5
24973,5
34382,5
33915,5
23112,5
26862,5
23833,5
27341,5
25485,5
16935,5
13156,5
30321,5
32706,5
33269,5
16624,5
11341,5
25995,5
29982,5
29788,5
29570,5
33707,5
30985,5
27448,5
26082,5
9980,5
28007,5
28506,5
21087,5
9092,5
27088,5
18433,5
18252,5
24691,5
31773,5
25526,5
29848,5
28898,5
30029,5
35205,5
23220,5
22505,5
36421,5
16702,5
30962,5
28051,5
22597,5
11346,5
12823,5
23827,5
35403,5
17668,5
22107,5
35351,5
17218,5
28640,5
15298,5
29979,5
29006,5
28936,5
14683,5
23264,5
22614,5
30671,5
33487,5
33805,5
31497,5
28561,5
20366,5
24361,5
19627,5
26452,5
27813,5
26636,5
24456,5
31424,5
18294,5
30776,5
33985,5
26928,5
14025,5
20969,5
22357,5
23208,5
28519,5
28951,5
19934,5
32839,5
27285,5
20578,5
25194,5
24975,5
32591,5
19419,5
31341,5
20625,5
26442,5
24324,5
23242,5
9996,5
33878,5
28569,5
30699,5
29253,5
18999,5
30833,5
31082,5
17423,5
19177,5
31806,5
22315,5
13881,5
31091,5
25876,5
29452,5
25478,5
26722,5
18778,5
23919,5
19620,5
23606,5
18680,5
30674,5
13519,5
15448,5
16933,5
24071,5
8977,5
23950,5
31418,5
19146,5
7921,5
24113,5
24429,5
30191,5
30501,5
31987,5
23773,5
32044,5
13591,5
27963,5
25695,5
21058,5
33222,5
23799,5
17176,5
28156,5
21487,5
28144,5
30524,5
34759,5
15064,5
25264,5
27787,5
14518,5
15367,5
32377,5
27048,5
19120,5
19517,5
31417,5
35206,5
35371,5
12948,5
17708,5
15749,5
23271,5
28135,5
22234,5
23852,5
14095,5
33360,5
26483,5
28073,5
15594,5
29479,5
24400,5
17493,5
9390,5
18102,5
34098,5
26950,5
35103,5
26761,5
32305,5
17846,5
26435,5
28759,5
28733,5
25018,5
22623,5
18777,5
25218,5
16067,5
31523,5
13094,5
28092,5
33016,5
15238,5
8336,5
9755,5
33591,5
18664,5
11189,5
30290,5
19500,5
32822,5
5226,5
36255,5
17458,5
29575,5
7914,5
14268,5
15240,5
26893,5
30399,5
9879,5
27439,5
28157,5
28557,5
21957,5
17457,5
23790,5
30380,5
21452,5
21176,5
18816,5
31151,5
18425,5
27272,5
25449,5
31784,5
30018,5
33682,5
14688,5
26687,5
33261,5
31902,5
33334,5
33437,5
35478,5
34686,5
28098,5
19226,5
33554,5
22692,5
21497,5
8252,5
27680,5
20165,5
2621,5
17046,5
24286,5
15282,5
29778,5
33619,5
29733,5
15922,5
12870,5
31398,5
22168,5
27893,5
31907,5
18562,5
35997,5
10834,5
37193,5
28781,5
29447,5
29181,5
34204,5
27116,5
34958,5
33276,5
29823,5
23557,5
10362,5
26392,5
9916,5
7870,5
31760,5
33730,5
4057,5
34426,5
20022,5
11391,5
27348,5
29115,5
28105,5
28499,5
35101,5
31532,5
35579,5
25564,5
16182,5
25278,5
32516,5
28362,5
28163,5
27065,5
20250,5
19658,5
27984,5
33088,5
20048,5
26084,5
25539,5
24331,5
27847,5
23100,5
17922,5
28601,5
13626,5
25908,5
32775,5
10137,5
33731,5
12861,5
25040,5
25089,5
27722,5
35057,5
24585,5
19240,5
23201,5
24856,5
12905,5
36175,5
17673,5
25572,5
15431,5
14026,5
26454,5
14450,5
14189,5
35226,5
22341,5
17077,5
28550,5
20111,5
16506,5
18130,5
20104,5
33662,5
33371,5
11308,5
19540,5
15513,5
28859,5
33079,5
4607,5
20276,5
28256,5
29975,5
31399,5
12526,5
20675,5
18074,5
2996,5
28980,5
33856,5
22410,5
33219,5
34832,5
26377,5
20202,5
27960,5
26995,5
9187,5
29795,5
23763,5
13932,5
22496,5
17667,5
31431,5
27748,5
21276,5
26077,5
17786,5
16219,5
31588,5
29501,5
30750,5
20479,5
29531,5
26637,5
31340,5
11326,5
28706,5
26819,5
28630,5
31013,5
13633,5
18890,5
20292,5
24097,5
31638,5
25983,5
16382,5
14731,5
10673,5
19399,5
16548,5
27396,5
28390,5
11155,5
23934,5
17287,5
10467,5
26205,5
32147,5
30436,5
16943,5
12723,5
30813,5
21155,5
24943,5
16028,5
2629,5
31856,5
30318,5
32185,5
31327,5
18410,5
30305,5
35108,5
22749,5
23086,5
22449,5
32947,5
30394,5
31153,5
23305,5
32795,5
28975,5
30638,5
22060,5
26608,5
19723,5
19606,5
23235,5
26436,5
20670,5
16351,5
12876,5
16138,5
18930,5
28797,5
27289,5
19099,5
23273,5
21400,5
10748,5
26812,5
26621,5
30027,5
9386,5
28804,5
32823,5
23992,5
18624,5
28920,5
24604,5
32062,5
19994,5
11459,5
26045,5
27081,5
19425,5
3688,5
32612,5
29896,5
22824,5
20955,5
24640,5
28365,5
30663,5
16565,5
30165,5
25327,5
14674,5
24299,5
23830,5
13848,5
23097,5
32363,5
23869,5
26890,5
22856,5
20007,5
21799,5
33291,5
28709,5
21037,5
18845,5
26000,5
28564,5
14812,5
31559,5
21371,5
22702,5
32437,5
18249,5
20293,5
30472,5
30649,5
30631,5
22257,5
27816,5
27225,5
29667,5
26264,5
23671,5
20055,5
30659,5
20397,5
19147,5
29803,5
10342,5
22999,5
32634,5
25048,5
30921,5
28361,5
22888,5
30284,5
11008,5
29220,5
29021,5
24413,5
29805,5
17907,5
12768,5
13103,5
16299,5
26124,5
34177,5
30657,5
10351,5
26426,5
31449,5
18094,5
25001,5
15327,5
13797,5
8188,5
28228,5
22675,5
30176,5
20353,5
11655,5
23593,5
6733,5
20252,5
34164,5
25966,5
28617,5
28685,5
26317,5
19831,5
28064,5
28627,5
34865,5
13723,5
26794,5
16926,5
28482,5
23844,5
19578,5
25940,5
30690,5
19232,5
24847,5
27187,5
19577,5
18570,5
28100,5
28332,5
25785,5
26269,5
34878,5
18492,5
20671,5
25413,5
11115,5
35289,5
25215,5
21539,5
21374,5
21543,5
20632,5
28146,5
18567,5
13104,5
26601,5
20886,5
11678,5
30665,5
18245,5
26743,5
26566,5
11116,5
20026,5
31313,5
35409,5
19262,5
30829,5
32625,5
8647,5
24896,5
14534,5
25142,5
18590,5
19377,5
2202,5
24248,5
8668,5
26182,5
21667,5
25780,5
18147,5
22643,5
23357,5
9688,5
9374,5
28463,5
35140,5
10967,5
8488,5
10565,5
27118,5
13202,5
34221,5
29654,5
36025,5
15471,5
24487,5
21545,5
25136,5
30646,5
33426,5
34554,5
31536,5
35406,5
28386,5
31897,5
27350,5
29477,5
19365,5
28401,5
27073,5
16210,5
35142,5
26811,5
14523,5
22949,5
17694,5
27535,5
21106,5
22591,5
27103,5
25054,5
11214,5
18571,5
36088,5
25353,5
23306,5
19530,5
29820,5
30171,5
28734,5
17544,5
26863,5
10017,5
24903,5
26386,5
24592,5
32594,5
20322,5
27064,5
28977,5
26655,5
26790,5
6205,5
8982,5
31425,5
18922,5
27258,5
14006,5
20445,5
27534,5
22272,5
923,5
20489,5
20135,5
29066,5
9409,5
27938,5
20126,5
21031,5
25113,5
29868,5
22448,5
12764,5
19953,5
35207,5
30947,5
20689,5
26021,5
27472,5
19504,5
19687,5
19135,5
22604,5
25831,5
30744,5
32138,5
31290,5
29152,5
32655,5
29700,5
32656,5
15897,5
23002,5
18633,5
31769,5
20309,5
29186,5
8263,5
20224,5
22480,5
14492,5
22794,5
31005,5
21948,5
24209,5
21434,5
16240,5
35261,5
31178,5
11841,5
14564,5
22535,5
29815,5
12343,5
14813,5
10998,5
35513,5
31127,5
9914,5
25431,5
9727,5
27887,5
21019,5
27824,5
29695,5
22890,5
33686,5
32075,5
22659,5
33374,5
31443,5
33544,5
22946,5
21078,5
34588,5
29239,5
28288,5
23964,5
24893,5
35232,5
32542,5
24823,5
26250,5
20187,5
26462,5
13563,5
32642,5
28562,5
5467,5
12517,5
31601,5
16500,5
22853,5
25397,5
29483,5
38337,5
29509,5
24747,5
26498,5
28481,5
9832,5
27729,5
22943,5
28815,5
20497,5
33033,5
26132,5
12471,5
21288,5
22793,5
32998,5
26535,5
19846,5
35360,5
18579,5
34510,5
24645,5
29563,5
32533,5
35311,5
30551,5
17481,5
22155,5
22127,5
22023,5
16912,5
39181,5
28793,5
17600,5
18438,5
23192,5
19093,5
26702,5
27074,5
33474,5
23277,5
20478,5
26482,5
33100,5
17695,5
17011,5
19800,5
15334,5
3448,5
30420,5
32786,5
17393,5
17789,5
21240,5
28800,5
7478,5
27237,5
30345,5
27190,5
23148,5
23349,5
20813,5
26194,5
17264,5
13871,5
22920,5
31672,5
3523,5
23341,5
23163,5
32780,5
26080,5
26088,5
14003,5
33824,5
14707,5
21683,5
25444,5
27683,5
22518,5
8187,5
32607,5
19175,5
25170,5
18975,5
32025,5
25946,5
32496,5
32175,5
31349,5
23350,5
20468,5
8746,5
21439,5
20314,5
28899,5
22903,5
17361,5
18522,5
21704,5
20024,5
17896,5
18649,5
24451,5
14894,5
33652,5
21243,5
30475,5
30802,5
35859,5
36208,5
20995,5
34618,5
23691,5
20321,5
25237,5
24559,5
31685,5
28103,5
3621,5
27087,5
34309,5
33208,5
29680,5
28211,5
28960,5
20138,5
32648,5
28780,5
29349,5
23843,5
24208,5
15018,5
30239,5
25809,5
26528,5
25185,5
31963,5
9737,5
19773,5
24811,5
21601,5
19767,5
26858,5
29285,5
30388,5
23838,5
25480,5
21192,5
28407,5
13588,5
32187,5
20303,5
11223,5
34060,5
27171,5
24696,5
31021,5
25960,5
30883,5
11205,5
30238,5
25700,5
12620,5
21554,5
31270,5
16075,5
25267,5
36348,5
33287,5
25443,5
30934,5
30037,5
31579,5
27949,5
32387,5
27036,5
24246,5
31130,5
37505,5
17604,5
34052,5
25889,5
31036,5
10048,5
34130,5
27681,5
32501,5
33836,5
16906,5
4477,5
19511,5
16779,5
31330,5
26100,5
30446,5
23191,5
11905,5
25099,5
33620,5
30375,5
18239,5
24843,5
34887,5
25396,5
34002,5
27313,5
25415,5
3592,5
35072,5
18391,5
32280,5
19058,5
11031,5
33361,5
24000,5
30618,5
26982,5
29513,5
35007,5
24202,5
28504,5
16579,5
24002,5
28091,5
25484,5
20537,5
26972,5
21140,5
25419,5
20430,5
19491,5
26142,5
13102,5
23221,5
30959,5
26932,5
31997,5
15250,5
12589,5
22671,5
22072,5
35253,5
30236,5
24343,5
18735,5
25764,5
17986,5
21533,5
13107,5
13083,5
6472,5
31369,5
22445,5
16409,5
21659,5
22499,5
23060,5
6520,5
34006,5
31959,5
20502,5
34308,5
20372,5
28879,5
30943,5
28500,5
25325,5
34483,5
16237,5
28251,5
28132,5
31182,5
30275,5
22462,5
23401,5
24470,5
19821,5
23092,5
29854,5
28616,5
27825,5
27423,5
32273,5
16200,5
32484,5
25305,5
14517,5
29391,5
29989,5
17083,5
31583,5
25580,5
30696,5
23960,5
25005,5
23542,5
15333,5
26494,5
29866,5
30752,5
26896,5
27569,5
7288,5
20941,5
11289,5
35646,5
29109,5
36630,5
27143,5
24226,5
32140,5
16953,5
26759,5
24154,5
25272,5
32960,5
29719,5
21893,5
20776,5
23485,5
35858,5
19438,5
16914,5
636,5
17052,5
28670,5
32160,5
22076,5
24824,5
29324,5
29846,5
32510,5
18652,5
12950,5
30025,5
17150,5
32261,5
30017,5
18063,5
32093,5
22421,5
21444,5
19448,5
7944,5
13983,5
27338,5
7759,5
31083,5
30229,5
36219,5
19331,5
23383,5
17178,5
13420,5
29529,5
27264,5
28394,5
29621,5
30593,5
34300,5
25548,5
32078,5
25757,5
26013,5
17946,5
32135,5
10269,5
33119,5
11290,5
8980,5
18755,5
30808,5
28021,5
29487,5
29295,5
20654,5
16813,5
29094,5
9600,5
18291,5
20347,5
27083,5
33363,5
25828,5
34500,5
16047,5
17566,5
24428,5
25387,5
19926,5
22607,5
7333,5
28517,5
30199,5
26798,5
23715,5
27455,5
19689,5
18210,5
19999,5
36279,5
34843,5
31010,5
12967,5
20139,5
33920,5
21356,5
36521,5
28998,5
36327,5
16597,5
25657,5
26272,5
24712,5
29169,5
20444,5
28523,5
27249,5
6819,5
21377,5
31472,5
31421,5
11840,5
25128,5
22844,5
23617,5
4608,5
21689,5
23791,5
26299,5
36144,5
24572,5
31015,5
34638,5
25998,5
20822,5
9722,5
32281,5
14789,5
17038,5
36163,5
17677,5
33435,5
7955,5
28118,5
28205,5
32260,5
29658,5
25759,5
26201,5
30859,5
28860,5
31347,5
28771,5
29789,5
23989,5
25177,5
26408,5
29861,5
23342,5
28976,5
22992,5
29544,5
14758,5
20954,5
30779,5
19885,5
10216,5
13101,5
33436,5
27059,5
25214,5
19164,5
31202,5
16611,5
34495,5
20623,5
20897,5
29726,5
21280,5
23490,5
21756,5
22939,5
30297,5
20976,5
27314,5
25023,5
27000,5
22895,5
33408,5
24031,5
32767,5
28225,5
26520,5
29465,5
31408,5
26235,5
34891,5
25182,5
16320,5
30914,5
29381,5
18140,5
30350,5
16485,5
31812,5
16644,5
24207,5
13157,5
27487,5
22425,5
23195,5
30538,5
32419,5
15891,5
11389,5
9442,5
31094,5
23436,5
32828,5
25313,5
20260,5
35618,5
29930,5
4494,5
22630,5
25347,5
28993,5
18807,5
26214,5
20862,5
16915,5
36890,5
16204,5
11118,5
28689,5
18598,5
27010,5
8997,5
8240,5
18232,5
34611,5
6197,5
31504,5
27983,5
34956,5
25361,5
20171,5
38461,5
35587,5
23146,5
11849,5
30313,5
17819,5
30328,5
25557,5
22336,5
9616,5
31563,5
28165,5
27358,5
32507,5
22240,5
30515,5
14220,5
26458,5
22128,5
27038,5
30286,5
36564,5
29965,5
6560,5
25121,5
30842,5
23753,5
30456,5
32334,5
24962,5
30381,5
29163,5
25816,5
21843,5
22141,5
24441,5
36392,5
33932,5
24622,5
15044,5
32335,5
25229,5
34906,5
17012,5
10994,5
577,5
29308,5
34144,5
33574,5
24077,5
25378,5
27335,5
26465,5
6475,5
33537,5
28785,5
33570,5
36024,5
27436,5
30737,5
10213,5
33445,5
33680,5
28028,5
7613,5
24461,5
26670,5
20514,5
19333,5
21264,5
29879,5
34485,5
26892,5
32378,5
30393,5
25791,5
23494,5
23861,5
31397,5
16796,5
28832,5
19852,5
27397,5
20660,5
18429,5
27795,5
32467,5
34037,5
34589,5
25806,5
30554,5
30504,5
24460,5
16551,5
18646,5
33853,5
24434,4
23848,4
33373,4
27479,4
29977,4
33204,4
31609,4
32174,4
31390,4
36152,4
28422,4
30038,4
29554,4
22195,4
26258,4
13801,4
28904,4
28313,4
12050,4
25500,4
24949,4
31957,4
16642,4
31651,4
30782,4
10032,4
25230,4
38028,4
32586,4
31591,4
28856,4
7535,4
33548,4
22464,4
29084,4
21706,4
22571,4
22839,4
23721,4
5193,4
6463,4
13470,4
33483,4
21889,4
28333,4
21205,4
25135,4
21033,4
36214,4
29460,4
28833,4
14333,4
30826,4
26713,4
37975,4
31670,4
26138,4
29935,4
17981,4
20745,4
34253,4
26744,4
31892,4
18145,4
33118,4
20870,4
29440,4
26970,4
27912,4
27702,4
34849,4
35739,4
27791,4
9090,4
19533,4
31289,4
15081,4
17144,4
32364,4
16388,4
17519,4
23596,4
28743,4
29942,4
25643,4
28186,4
22698,4
26658,4
39437,4
9777,4
27390,4
36227,4
31414,4
21553,4
20362,4
23717,4
8427,4
21394,4
6942,4
35527,4
23257,4
35132,4
22038,4
30416,4
35789,4
19308,4
24842,4
33121,4
25718,4
19300,4
27373,4
33791,4
33029,4
30516,4
24001,4
20247,4
29671,4
30426,4
26622,4
32878,4
29828,4
28310,4
3116,4
25438,4
29162,4
26402,4
28136,4
18299,4
27746,4
6238,4
21457,4
36225,4
19507,4
22769,4
32348,4
19356,4
5507,4
15089,4
36559,4
11446,4
27126,4
32329,4
37061,4
20351,4
21787,4
29486,4
22252,4
25964,4
36943,4
28498,4
24644,4
36655,4
35298,4
16015,4
13241,4
27682,4
22689,4
33162,4
32274,4
27321,4
25959,4
22478,4
26576,4
30157,4
26781,4
28852,4
26209,4
9995,4
29794,4
10617,4
34672,4
19635,4
15646,4
31150,4
20986,4
14090,4
26765,4
12530,4
27789,4
22151,4
29892,4
7504,4
29526,4
24013,4
32870,4
29878,4
23703,4
29386,4
36679,4
24261,4
30335,4
26572,4
29192,4
28534,4
22618,4
28143,4
28217,4
20442,4
12595,4
21564,4
12060,4
14855,4
26056,4
12566,4
25786,4
25197,4
29972,4
33396,4
15269,4
37569,4
31477,4
21877,4
28041,4
3251,4
23228,4
5561,4
22194,4
32442,4
35416,4
28656,4
34295,4
26729,4
35278,4
36373,4
32779,4
18964,4
22877,4
28939,4
23417,4
24969,4
24647,4
36767,4
11328,4
21421,4
30627,4
23679,4
12649,4
31378,4
27689,4
36143,4
21046,4
29474,4
35457,4
33286,4
20371,4
19330,4
19443,4
33701,4
23385,4
22541,4
22263,4
13404,4
29636,4
32937,4
38881,4
22873,4
24014,4
29305,4
35045,4
34182,4
38641,4
17364,4
31185,4
27890,4
16280,4
29007,4
19265,4
20665,4
35729,4
15198,4
31566,4
29403,4
30683,4
33085,4
26904,4
32296,4
29790,4
33977,4
19544,4
26579,4
28319,4
29903,4
34920,4
22331,4
28494,4
31195,4
26028,4
29645,4
29144,4
36302,4
15989,4
16855,4
28599,4
32476,4
26861,4
31526,4
29619,4
22818,4
19559,4
10305,4
24464,4
15613,4
10551,4
35709,4
13308,4
30026,4
31374,4
20789,4
2166,4
28029,4
20543,4
32758,4
22026,4
32344,4
30805,4
31607,4
26642,4
32154,4
32613,4
21492,4
23065,4
21039,4
22297,4
26626,4
23461,4
16884,4
37563,4
30169,4
33471,4
29844,4
30849,4
35960,4
36999,4
38327,4
14910,4
20709,4
34066,4
33035,4
33779,4
26815,4
31964,4
9037,4
21401,4
16742,4
26891,4
22782,4
30241,4
39920,4
22475,4
23294,4
32384,4
36556,4
33645,4
10493,4
10937,4
31661,4
35885,4
31442,4
25247,4
14503,4
19181,4
35440,4
26263,4
27638,4
25693,4
27119,4
29693,4
34262,4
21916,4
20559,4
28703,4
30208,4
26481,4
34700,4
25804,4
24746,4
9987,4
19286,4
29533,4
18123,4
32146,4
12786,4
31766,4
21152,4
29521,4
35399,4
21599,4
24039,4
11798,4
9587,4
33999,4
23482,4
25314,4
34408,4
28571,4
20895,4
32167,4
24168,4
14207,4
26012,4
30812,4
29841,4
29294,4
26782,4
22067,4
26042,4
28372,4
16934,4
18421,4
16526,4
1852,4
27775,4
26905,4
36751,4
20082,4
21267,4
33728,4
22980,4
26664,4
13499,4
31440,4
5186,4
33800,4
30274,4
19346,4
32854,4
13045,4
31576,4
30539,4
27637,4
16475,4
34154,4
34232,4
37184,4
29445,4
31584,4
36561,4
26766,4
27405,4
30917,4
28543,4
33550,4
31741,4
34287,4
22631,4
9877,4
22915,4
22031,4
18675,4
29121,4
28295,4
26969,4
32306,4
27616,4
24547,4
6871,4
26610,4
20784,4
22721,4
10028,4
29261,4
26756,4
16456,4
33320,4
27047,4
34857,4
30701,4
33346,4
32802,4
35607,4
35539,4
19938,4
30845,4
24092,4
24780,4
12427,4
34145,4
23780,4
25767,4
20557,4
26247,4
35781,4
27256,4
32165,4
21890,4
37902,4
24637,4
20284,4
30465,4
18810,4
27238,4
27407,4
21139,4
22322,4
12434,4
29017,4
21425,4
27192,4
641,4
28346,4
29595,4
20523,4
34696,4
21101,4
25131,4
24589,4
27598,4
31866,4
18821,4
35043,4
15326,4
18671,4
19076,4
17202,4
25020,4
